reviewId,userName,sentiment,content,score,at
3fd568d9-4392-41e2-9950-d464cda5b70d,onell Gusti nugraha,2,Aplikasi yang cerdas yang di butuhkan saat ini,5,2024-12-22 16:33:31
0847eac2-dab9-4654-b24c-69453bb13008,Imas Channel,2,bagus,5,2024-12-22 16:22:31
5cd72e68-b43a-41dc-b9a9-0e58eb7e4296,mahirensyah hirz,0,ok,5,2024-12-22 15:51:31
42997e90-3563-4160-a9d7-680d533f8cf6,Devandra Purnama,0,Tolong dong min toko pedia bisakan cod ...,4,2024-12-22 15:51:26
27f75046-eefd-4810-aabf-43114f131881,Irta Maulana,0,harus sesuai dan amanah,5,2024-12-22 15:35:57
b60f30d5-1a2a-4d04-bf47-b5f2989d9f4c,usmya mee150,0,"Tokopedia saya gabisa dibuka ,punya suami juga tidak bisa di buka padahal sudah di update berkali2, kenapa ya?",2,2024-12-22 15:31:57
ee0a5682-bf23-43ed-b2c0-0ff2311aea7b,muhammad Idris Darmawan,1,"Payah ganti nomor tidak aktif tidak bisa, sudah 2x kirim data yang sama tetap tidak bisa",2,2024-12-22 15:29:31
af962a15-d962-4fc3-b554-666233bd6dd0,Cakra yudha (Cakra),1,Abis di apdet ko mlh tidak bisa login parah,1,2024-12-22 15:01:58
079117b9-cc71-4574-b118-3ff4e859ebff,Astrian Wina,2,suka sekali hadiahnya beneran,5,2024-12-22 14:51:52
f9daf2ee-a435-4ce3-9ebf-d8e7fca44632,Rasya Alkhairy,0,mantap tapi ini benar 3 jam harus,5,2024-12-22 14:44:01
3c8bed8f-2804-4d6a-8779-cf23335d1c2e,FahruEX_act,1,banyak bug bnyk halaman loadingnya eror,2,2024-12-22 14:39:35
a3eb277a-94ae-41ce-baaa-cb6f24b20ad8,Rifki Ardiansyah,2,baik,5,2024-12-22 14:15:42
b655baf5-8d0d-42ef-a89d-daddf1a5a5a3,dimas fbr,2,sangat mudah dan bagus,5,2024-12-22 14:09:17
5c8c87cb-2415-4fd1-8db7-7b0ed5e72ff4,Dedik Kurniawan,2,baik,5,2024-12-22 14:07:36
c4bed979-1e31-4b69-bc86-5ed079024439,yu asih,2,memuaskan,5,2024-12-22 14:06:13
80fd6bd1-f446-4d7b-a52f-7f45b6df7c3b,Nur Cahyoo,1,"Pengiriman rekomendasi dioper Sanah sinih buat barang rusak 😑 sudah bener disinih eh tau"" sudah pindah expedisi 🥱 kalau overload bisa pindah expedisi lagi 😑",1,2024-12-22 14:05:23
7bec9888-afb0-41b9-9766-def3b7fe2fe8,Arief Brantaz,2,puas sekali,5,2024-12-22 13:50:50
02b845a0-d6ce-4756-821e-e71122cd9c6e,Dheanata Pratiwi,0,sudah bagus saja sh,5,2024-12-22 13:44:20
0620a298-0cac-4082-a7e9-60d2abe6e6c0,BR chanel,1,Pihak tokopedia tolonglah respon keluhan di perhatiin masa saya pesan barang ditahan gudang terus..,1,2024-12-22 13:40:29
28478ba2-73eb-45d6-92de-13d718936b50,Hendro Erick,0,"Kepada Yth, Tokopedia, ini hanya sedikit masukkan saja, lebih baik fokus untuk mempertahankan pelanggan lama, ketimbang jor2an traktirin pengguna baru, tapi itu ya terserah dari Toped ajah, mau dimasukin ya sukur, tidak jga gpp, semoga saja Toped bisa membuat aplikasi versi LITE nya yang bersahabat dengan QUOTA internet yang pas pasan, seperti hal nya toko oren juga fb lite, jadi tidak cuma fokus di jualan doang tapi memikirkan QOUTA internet di masa2 PPN 12% yang pastinya mengurangi daya beli masyarakat",1,2024-12-22 13:34:51
95fabf76-5187-4e2d-b256-94009b890d39,ESTOMIHI MARBUN,1,"gak respect lagi dengan tokped , banyak hal yang di kecewain seller tapi susah untuk batalkan , mending ke si Oren",2,2024-12-22 13:27:11
2bb816f8-ad7e-47e3-958b-fd620ddbae84,Mulyana Mulyana bin namin,2,top,5,2024-12-22 13:22:05
cab3de59-be70-4353-b0f6-b09b6aa29572,Fadli Adbamilah,2,keren semua barang yang gua cari ada semua disini jir👍🏿🙏🏿🥵,5,2024-12-22 13:19:32
c4bcb94f-567c-4584-835d-445d39b8e278,Jevi Mauri,2,"Lengkap, barang ori",5,2024-12-22 12:49:36
0c6d157a-b17d-42ca-bae9-c4d15217bc3f,Januar Tofan,1,"kenapa saya kasih rate 1? Masukan tidak pernah digubris, pilihan kurir rekomendasi tidak bisa milih, langsung auto, aplagi kena yang katanya sicepat tapi leletnya minta ampun, disini tempat saya males smua pegawainya, pernah sampai 2 hari barang tidak diantar, sampai terpaksa harus ngambil sendiri. Jangan diam saya pihak tokopedia dengar masukan dari semua pengguna",1,2024-12-22 12:45:38
681df407-9f55-4be0-b9a9-1b24ac6761f6,Aurelia azka,0,"Tokopedia kalau kasih voucher dikasih pengertiannya juga dong biar kita tahu kalau itu voucher bisa dipake kapan,batas waktunya kapan, minimal belanja brp atau apa gitu. sebel sekali kalau pkae voucher di Tokopedia pasti gabisa dipakai tapi gaada tulisan knp itu voucher gabisa di pakai.",4,2024-12-22 12:41:13
d5e4b083-4c9a-4643-bbac-72926c7caa76,Muttaqin Udin,2,sangat membantu,5,2024-12-22 12:35:38
2ffe57c4-f001-448a-bf6e-271af2b7dd5b,akbar aditya,2,"Halo min ini kenapa payment lewat dana koo tidak bisa yaa sudah seminggu apakah eror payment nya,saya kasih bintang 5 soalnya bagus sekali banyak diskon tapi tolong min payment dananya eror atau giman",5,2024-12-22 12:18:38
fb398e1f-deb4-432c-b20c-cb4af43246c3,Lia Agustini,2,banyak promo dan gratis ongkir nya🥰,5,2024-12-22 12:17:36
aa486aca-d3d9-46b4-ba81-97cc3d44f706,Kheiza Anastasya Ramandhani,2,Bagus,5,2024-12-22 12:16:28
aee4d0c4-4571-4173-b935-58d79df11f4b,Maruf Khiyarulah,1,"Ampas betul, sudah klaim voucher malah voucher nya tidak nempel tidak lagi deh gunakan Tokopedia, mending pakai orange dan biru",1,2024-12-22 12:05:33
92c7ecdb-65d4-4b15-b8e5-ebcf0bf9f72d,ARK Shadow,0,Kenapa tidak bisa login,5,2024-12-22 12:04:48
0d000920-ca2f-4ac5-b2f8-3636d18f30c3,Faza Liha,2,Mantap betul ini apk. Dari harga puluhan jadi satuan dari ratusan jadi pulihan. Mantap lah,5,2024-12-22 11:48:13
b2cbd81c-99cc-43ec-a2e5-017fa9fde513,devi Opay nizam,2,ok,5,2024-12-22 11:34:17
8088461f-56f3-425a-801c-6dc757dcb444,Muahmmad Amrillah,2,mantul,5,2024-12-22 11:32:31
5abe33ca-df92-45e3-8716-408b5fdf1dba,Hericandra hjkarpet,2,Tetap dan setia toko ijo,5,2024-12-22 11:31:32
e5e76911-2047-423d-b831-41ce83a0b364,Ahmad Naufal yahya,0,gak bisa update,5,2024-12-22 11:20:57
b1988540-d7c3-4619-9b3f-dc167265ad86,Mazaya Maza,2,belanja makin mudah,5,2024-12-22 11:05:25
12d6820f-b1a4-478c-8e5f-33b381e9e77e,Ringgie Pandu Clinton Pakphan,2,bagus sekali aplikasi tokopedia,5,2024-12-22 10:57:50
de08be2e-7184-4138-9f8e-fd6f2c6045a3,Ayu Soraya,2,sangat bagus,5,2024-12-22 10:55:57
9c028919-31aa-40cd-aafa-5bcac4a6b011,Daniel Alexander,1,"sebuah kemunduran dari Tokopedia, dulu pengiriman bisa 1-2 hari, sekarang 4hari bahkan sampai 7hari lebih, semoga introspeksi saja deh, mending dihapus yang namanya Kurir Rekomendasi, kalah bersaing sama marketplace lain, atau buat Expedisi sendiri seperti yang lain, jangan suka oper oper paket antar expedisi (kelakuan kurir rekomendasi), jelek banget.",1,2024-12-22 10:50:28
679a37c7-b777-4228-b09e-4067a0e1c29d,DENDY MA,1,edit voucher di keranjang belanja sudah tidak bisa tah? harus checkout dulu baru bisa edit voucher yang mau di pake? percayalah kurang efesien hal seperti ini,3,2024-12-22 10:29:02
97cce161-e896-438d-ad9f-d57e7eac1faa,guszan drianur,2,baik,5,2024-12-22 10:20:29
dc9a60a9-6ae5-4daf-9042-214ad6b70248,henny rakhmawati,1,lawak,1,2024-12-22 10:07:28
2eb42927-a8dd-4639-b0c1-be848a6983ef,Neni Nuraeni,2,ayuk belanja di tokopedia barang bagus tidak pernah ngecewain pelanggan.dn banyak gratis ongkir yh,5,2024-12-22 10:00:22
e3c71cff-b877-4e67-9da7-d7879046c995,Haiqal Rainhard (Eqal),2,"bismillah Masyaallah, mantap",5,2024-12-22 09:53:14
b3061b23-8534-4d4a-99cb-192f767c238a,Zaki Ahmad fauzi,2,banyak diskonnya semoga tambah banyak lagi jadi sering checkout murah meriah diskon gratis ongkir dan barang semoga update nanti banyak diskonnya,5,2024-12-22 09:51:12
144bb2d2-3213-4685-b961-3ee904001243,Dian Heffi,1,"Kecewa sumpah, sudah dapat barang murah Kebetulan alamat ku salah, sudah tidak ada buat edit alamat pas di batalin vocer pengguna baru malah tidak balik alhasil balik harga aslinya, langsung ku uninstall apk nya",1,2024-12-22 09:45:54
c41764f2-6708-487c-a623-29d8762a6622,Siti nur Azizah,2,harganya terjangkau di Tokopedia,5,2024-12-22 09:31:55
5f6b8977-69bf-455a-9d83-1a381719e98d,Motor Pilot,1,"Paket ketahan di expedisi tapi mau hubungin cs susah,cek resi nya cuma bisa di app.mending di sebelah jelas akurat",2,2024-12-22 09:31:29
28dda5ca-2114-4325-91bd-eb8b7a67e162,lay yixing,1,Sekarang makin lama ya pengirimannya.,5,2024-12-22 09:25:46
ce705b3b-c053-460f-ae97-aa86bc85bb67,Rosi Rismawati,2,mantep bangettt diskonan nya ... semoga ajaa setiap hari yaa ka 😊 buat jualan akuuu biar tambah laris semangat 🥰,5,2024-12-22 09:17:33
76291912-e632-42ba-94ba-aeb8e65494f0,Rian Rian Aja,1,Pembayaranya ribet mau pakai dana yang no hpnya beda sama akun tokopedianya harus di ganti dulu nomernya yang mudah malah di buat ribet anehh,1,2024-12-22 09:02:11
6802eed5-72e8-44b1-ac6b-250754ee6cd8,singgih t,2,keren,5,2024-12-22 08:56:43
8651bd8b-9b36-4607-8efd-a2fe92536045,Reksa Jaladara,1,Komplain nya susah 4 hari tidak selesai selesai (Beli charger tidak fungsi) Segitu official storenya Ini sudah parah sekali sistem komplainnya Mau balikin barang saja Kurir pick up nya gagal lagi gagal lagi Berhari hari,1,2024-12-22 08:54:30
2fea7b13-4cd2-437b-b3da-4f8a83ca8e67,abee deen,1,"Pamer kupon tapi tidak bida di pake,selalu membalkan pesanan dari sistem...lebih baik tidak usah pamer kupon",1,2024-12-22 08:45:43
9549d952-c0b5-4d5c-906e-c42bd7afd785,Junaedi Juned,2,mantap terbaik pokoknya,5,2024-12-22 08:43:14
c998a8f3-b401-428f-9b56-32f1bd9c6ccf,Dwi Jayanti,2,banyak vouchernya trimakasih toped,5,2024-12-22 08:41:26
d51fc828-4283-4dd8-a340-07f2580b2ad3,Ach Muadz,2,terikasih tokped,1,2024-12-22 08:40:38
de651078-4856-4946-929e-b3b66d472ffe,aryanto chandra,1,Tambah hari tambah kacau transaksi di tokped..,1,2024-12-22 08:39:06
b37c5ec5-d933-4598-81f9-0672ad2f1f5e,Sokhati,1,aplikasinya bagus tapi ongkirnya mahal mahal sekali 😫 ada yang sampai 20rb keatas,3,2024-12-22 08:35:15
43129523-cb84-42f9-be1e-e5cda87111af,Thanawat Kayona filberth,0,Saya pengguna baru memang dapat promo besar besaran tetapi semua produk tidak ada pembayaran COD🥺,5,2024-12-22 08:28:32
35411677-19ab-4719-9cdc-61303abc4bb4,Mizu Kamis,1,Pembelian ditolak sistem padahal sudah bayar dan uang nya tidak bisa diambil parah ini aplikasi jelek sekali,1,2024-12-22 07:49:43
e3e6d5e1-0634-4582-b2d0-88bc0d56252f,wardi,2,Mantep,5,2024-12-22 07:47:23
0819ceb7-5e59-44a1-9110-6ee18ce0a84e,Amran Yusup,2,sangat membantu,5,2024-12-22 07:46:40
30dc1a5e-1b33-47f5-8580-0be2592af12b,Anto Gondes05,1,tingkatan pelayanannya,5,2024-12-22 07:39:41
33cc648e-3a34-4b5f-9e94-a0f4e2d6143f,joko suryanto,1,Aplikasi e-commerce yang mudah digunakan dan banyak promo,5,2024-12-22 06:53:31
91618a9c-5007-4886-b9bf-bef84bee6cbc,Lukman Inggrit Arinusa,2,Mantaps,5,2024-12-22 06:49:09
a163de07-2d24-470d-8bc4-47bb94c52f2c,KontroversiOrId KontrolsosialdotCom,0,Saya tambah bintang jika bisa cod,1,2024-12-22 06:41:00
1965f3f8-b242-437d-87cd-6a77c672a913,Cucukhandito Purbo,1,Sulit sekali untuk buka toko di apk ini..selalu gagal..customer care nya juga tidak membantu sama sekali..,1,2024-12-22 06:36:43
838ee893-cd26-4fa6-ab76-931875d27b20,dan t,1,"SUDAH LUNAS DI BAYAR PAKAI GOPAY, PENGIRIMAN BARANG TIDAK DATANG, UANG DI TAHAN, BARANG GAK DI KIRIM. KLAIM NYA SUSAH, ALASAN TOPED INVESTIGASI KURIR MELULU. KAPOK BELANJA ONLINE DI SINI.",1,2024-12-22 06:34:05
cdabbad7-ae13-40f1-bddc-efa2ef670964,Jumiat Azhari,2,keren mantap,5,2024-12-22 06:32:10
53cf431a-ece8-44a0-ad5b-775e5dbc3faf,Nanang Kosim,2,mantap,5,2024-12-22 06:23:32
954e6fee-90ef-4bc4-8650-14c6674f2112,Gunowo Gun,2,top,5,2024-12-22 06:13:21
12da3a90-33c7-4263-a8ea-0497d7463970,Enung Enung,2,toko pedia serba ada jangan ragu unduh aplikasi ini,5,2024-12-22 06:05:37
6eebdd5f-0f3c-4361-bce0-a35c251c5654,kocheng,1,Tokopedia pengiriman lama,1,2024-12-22 05:55:39
e12493ea-c8e3-4fb1-b4f4-5ddc826a6646,Sri Wahyuni,2,sangat Bagus,5,2024-12-22 05:35:55
f570c728-ae7b-4072-ac02-22e4c215088e,Siswati 01,1,Gimmick Voucher Diskon 80% (Order ke 4) nyatanya untuk produk tertentu saja...,1,2024-12-22 05:31:36
5b1c43d5-967b-496e-b532-9b86a7e0e09f,ILHAM al junaed,2,Tokopedia memberikan kemudahan dalam bertransaksi,5,2024-12-22 05:29:02
f71e2c0d-aeda-4de3-9acf-a6a50f192789,Ferdian Paleka,1,Tolong bayar cicilan bisa 50 ribu biar dicicilnya ringan kalau minimal cicil 100 terasa berat,5,2024-12-22 04:32:36
680010dc-5f4d-4b05-a765-4423e3f587d6,Faisal Hidayat,2,terbaik emang tokopedia,4,2024-12-22 03:43:59
d4cc954a-ee43-46d0-af44-3cd76100f753,King OF Nob,2,baik,5,2024-12-22 02:45:07
fc89afb6-bc82-4a3b-ae97-2962ee5889c2,Indra Ramadhan,2,mantab,5,2024-12-22 02:42:56
fa77a73f-ac98-4078-a380-c6bdcddbfe14,Fernando,1,"ok, tampilan tokopedia 8/10, tidak bagus sangat",4,2024-12-22 02:14:50
b0c9e8ea-b9ce-4dfd-b216-ab4b972563f5,johnatan napit,1,Ini tokopedia sudah kembali kejaman batu etimasi pengiriman terlalu lama..,1,2024-12-22 02:13:57
44b5c23f-a179-4df9-ad85-3371e7cbf21f,Kacsidin Bapak,2,wowww baguss bangettttt,5,2024-12-22 01:58:27
77c5f430-35cc-4090-a6f1-27194865a433,Tokim van Bravo,0,"Barang jualanya lumayan lengkap, cuman untuk bagian saat menghapus barang dari wishlist suka langsung ke atas lagi jadi agak ribet harus di scrool kebawah lagi",4,2024-12-22 01:55:52
0847d7c0-826a-4a6a-859d-b50d85eacb48,PC Bodol,1,"Klo tidak ada kepentingan mendesak mending pakai toko sebelah, ngeri² sedap kalau salah kurir Anter Aja dan JNE, error mlulu, topednya juga setelah update malah makin kemana",1,2024-12-22 01:31:10
504bf427-5df1-493b-9192-1e686e79319e,ahmad syarif,2,terbaik,5,2024-12-22 01:20:50
768a416b-9eae-4563-95d0-8eb9efcdb24e,Hananto Soebiarto,2,ok lah...dan bagus pelayanannya,5,2024-12-22 01:17:48
7701f2d0-52fa-4679-94a1-5de334523766,Maruf Manurung,1,"Bolak balik pesanan saya bermasalah tetap nggak ada pertanggung jawaban,komplin diundur undur terus dengan berbagai macam alasan,auto hapus aplikasi ini,sebelum yang lain menyesal dan pesan saya bagi yang mau transaksi disini,tunda dulu rencamu,sebelum seperti saya,auto saya hapus aplikasinya",1,2024-12-22 01:16:21
8412d70b-9940-40fb-b106-3e2a19abd6fa,Dewi PujiYanti,2,ok,5,2024-12-22 01:09:47
93727339-9500-482c-aaa2-8eb78d9acdd6,Joko Mbandangan,1,"Aplikasi belanja online paling berat dan banyak bug, dari sekian banyak aplikasi belanja",2,2024-12-22 01:00:14
919caa4f-1aad-4b83-a805-090b2c678101,A Fugida,2,bagus 👍,5,2024-12-22 00:42:18
7be5abc3-6a44-4441-b66d-1606ca8df9d2,NOFRA RYD,0,Ok,4,2024-12-22 00:37:30
a415fb80-190c-4377-8b01-47082909f71c,a as,1,"Gak jelas asli 2x pesan barang pakai voucher diskon selalu kebatal otomatis padahal disitu tertera paket sudah diterima jasa kirim, chat cs nya Allahuakbar lama poll bales nya. Tolong buat jasa kirim yang gratong dibuat bisa milih jangan si cepat doang, rugi sekali tunggu 6 hari barang nya malah batal. Sistem nya diperbaiki deh, males belanja disini",1,2024-12-22 00:23:43
093d6fe4-b97b-4349-9561-692d8fb8c830,Leonardo Gunawan,1,"Gak tahu kenapa sekarang saya tidak dapat ongkir gratis padahal baru aktifin plus 6 bln!!! Udah saya coba cek di berbagai toko yang ada logo plus, yang ngga, bahkan sampai official store masa tetap dikenain ongkir full!!! Udh saya cek juga di range harga <20rb hingga yang harga >1jt berat 1kg tetap tidak ada efeknya nih ongkir",1,2024-12-22 00:19:50
a538d09a-f3bf-41ca-91f8-579e0d4ea03e,Mandiri Nufusproperti,2,makin keren,5,2024-12-21 23:57:03
4fd72ff9-b163-4f42-a03b-0105af31a9d2,Cucu Juariah,1,Terlalu sering harus diupdate,2,2024-12-21 23:55:48
9611b7a3-db83-4c9c-b420-c476f1a6cfd2,Indra Saputra,0,mudahan toko ini Amana,5,2024-12-21 23:48:51
676c77b0-42c8-4126-9143-d68a5f621f73,Mustika Ika,2,Terpercaya,5,2024-12-21 23:45:14
30b8416e-37dd-4556-b6b7-e4ec1888573a,Rabiza Berina Nazhifa,1,"Akun sudah bertahun2 diagak melanggar kebijakan, good bye Tokopedia",1,2024-12-21 23:42:32
ebdccceb-4660-4e03-8f3b-d5f53d98b619,Budi Benyamin,2,"Online shop yang bagus, lengkap dan yang terpenting aman. Hampir semua barang ada (dari yang umum hingga sangat pribadi) menjadikan konsumen leluasa unt mencari keperluannya.",5,2024-12-21 23:17:47
2ac20283-e822-4cb1-b2f6-8bd54e3c2ddb,Trisnawati Jepara,2,jos gandos,5,2024-12-21 23:09:57
7c0d4b31-d589-40ae-b278-826e84d54c85,second try,0,No customer service,1,2024-12-21 23:04:58
3c0df090-1b5b-4198-af9a-b21d55f3e02f,Riyanto Riyanto,0,ok,5,2024-12-21 22:47:12
2d62bc4b-42d7-444a-8784-fbb31118154a,ahmdbrkt sakar,1,"Assalamu'alaikum buk /pak Toko pedia adaya mengadakan bonus Ketika mengikuti akun penjual,? Dan Mendapatkan uang 15 rbu melalui payoneer, Dan saya tanya kataya nominal 15k di dapat dari iklan/penyiaran di tokped. Dengan cara scrensot akun yang sudah kita folowing dan dilampirkan ke grup anggota kmi yang dimsukan disana di aplikasi payoneer teslrsebut, lalu mendapat uang sebesar 15 rbu satu kali mengikuti akun penjual di tokped. Ini penipuan atau memang real kerja sama pihak payoneer dantokped",1,2024-12-21 22:45:52
777b95a7-b6b4-434e-8f4c-fa255620ca29,Sam Sudin,1,Saya main gaem tiap hari tetapi dapat poin tidak bisa masuk ke dana ada masalah apa,5,2024-12-21 22:45:43
cb65747a-49f8-4f98-8e5c-7d8cc2aa443a,TBI Skills,1,kembalikan fitur produk baru dari toko yang diikuti woy,1,2024-12-21 22:44:21
f118fa48-b226-4594-946f-f1822697d59f,diyar kasyfannoor,1,Males harus update melulu,2,2024-12-21 22:40:27
70ae8683-9da9-41fb-a59e-db746b6eee6d,Muhammad Ikmal Musyaffa,2,Gila bagus sekali ni aplikasi!! Tiap hari kasih diskon!! Thank youu tokpedd! I love u!🫰✨️,5,2024-12-21 22:38:53
6b4acccc-f1c2-4d37-ab32-6ff9ba272863,Ghafarel Adira Kautsar,2,mantabb,5,2024-12-21 22:24:39
88eadbb4-3695-4e0c-a0fc-53d85d31dd34,Undu Kusbandono,2,Selama ini baik dan bagus. Saat ini kolom diskusi sdg hilang. Jadi alami kesulitan untuk beri rating dankomen dan kesan,5,2024-12-21 22:15:12
020fe308-f9bb-4988-b406-bc07203f194b,Yeni Kusuma dewi,2,bagus,5,2024-12-21 22:09:39
293e68d5-e94d-441f-92ac-2d37d40d2aae,Wawan Dermawan,1,"Tampilannya jadi aneh sekarang,semakin membingungkan😭😭",4,2024-12-21 22:08:36
944491c2-f0a3-476d-aea1-b34cbba1d451,Andi Azza,1,"Penarikan saldo lama bget,,,gak seperti applikasi lain yang satu jam tidak smpe sudah masuk ke rekening,,,gue yang butuh segera uang t jadi tertunda selama berjam2 bhkn 24 jam lbh,,,kapok dah ngisi saldo tokopedia yang byk,,,👎👎👎👎👎👎👎",1,2024-12-21 21:47:52
cf057c61-ebaf-494a-abc6-fd573ffbfb45,Herman Novendri,2,ok sekali,5,2024-12-21 21:41:37
4f90dc47-743a-4177-843f-f8a99dd630bb,Sinar Lianis,1,Pembayaran saya di batalkan oleh sistem pdahal tidak ada yang salah,1,2024-12-21 21:39:34
0e799b37-0383-4c7a-bb44-4c6419b20c38,A. Bahtiar Rahardian,2,mantap,5,2024-12-21 21:29:51
94f750d2-44fd-4272-88ed-e2e2a7a818b2,Gilang Rama,0,ok,5,2024-12-21 21:08:36
998d87d7-a166-4972-864f-bc712fdba9bc,Abah Said,2,sempurna,5,2024-12-21 21:05:46
155b3ce5-23e1-4477-8154-5aa7fd7afeb5,Salsabilla Salsa,0,ok,5,2024-12-21 20:53:30
6e8a0f37-5c0c-4694-bedb-86016a2584ab,Nizar Rafei,2,sipp mntp,5,2024-12-21 20:51:16
76dda8c1-c0f4-4c75-a5a6-0dd6083638bd,Ranum Haura Tambunan,1,"aplikasi apaan dah ini,dikit"" iklan gjls sekali berasa di teror mulu njs",1,2024-12-21 20:41:22
58234e25-310b-41f7-8369-eb9a6cf36703,Yana Powder coating,2,mantap bang,5,2024-12-21 20:39:52
f89a195f-f158-45db-891d-481548e693d3,Wiharno A. Muharram,1,"Ekspedisi buruk, penjual buruk, layanan Tokopedia buruk. Semuanya kompak buruk!",1,2024-12-21 20:36:57
6d8d05cb-0654-4fc4-8847-e5f0373821a9,arlando praja,2,Ok,5,2024-12-21 20:28:07
c7b63d4b-a1a4-4ef0-b31a-c4d9e7a98b1f,Suplanadin Asri,2,mantap,5,2024-12-21 20:12:42
